"PROJETO_AMOSTRAGEM";"PROJETO_PUBLICACAO";"CENTRO_CUSTO";"CLASSE";"NUM_CAMPO";"NUM_LAB";"DATA_VISITA";"ABERTURA";"LEITURA";"JOB";"AG_PPM";"AL2O3_T_PCT";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CA_PCT";"CAO_T_PCT";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PCT";"CU_PPM";"F_PPM";"FE_PCT";"FE2O3_T_PCT";"FEO_PCT";"K2O_PCT";"LA_PPM";"MG_PCT";"MGO_T_PCT";"MN_PPM";"MO_PPM";"NA2O_PCT";"NB_PPM";"NI_PPM";"P.CNC_G";"P.TOTAL_G";"P2O5_T_PCT";"PB_PCT";"PB_PPM";"PF_PCT";"RB_PPM";"RI_PCT";"SB_PPM";"SC_PPM";"SIO2_T_PCT";"SN_PPM";"SR_PPM";"TI_PCT";"TIO2_PCT";"U_PPM";"V_PPM";"W_PPM";"Y_PPM";"ZN_PCT";"ZN_PPM";"ZR_PPM";"OBSERVACAO";"LONGITUDE";"LATITUDE";"PROJETO";"OS";"ACAO";"AREA";"CLASSE.1";"NUM_CAMPO.1";"LAT";"LONG";"PRECISAO";"CENTRO_CUS";"DTVISITA";"DESCAMOSTR";"MATCOLETAD";"ROCHMATRIZ";"INTEMROCHA";"ALTERROCHA";"TIPMINERAL";"GRAUARREDO";"VOLUME_L";"P_BATEIA_G";"GRANULMAX";"GRANULMIN";"COMPOS_PCT";"CORSED_SOL";"EH_MILIVOL";"PH";"METALPESAD";"OBS_CAMPO";"FONTEAMOST";"DESCROCHA";"IDADEROCH1";"IDADEROCH2";"PLUVIOSIDA";"VEGETACAO";"TOPOGRAFIA";"SITUACAO";"IGNEAROCHA";"ESTRUTURAL";"FORMADEPOS";"MODO_DEPOS";"LARG_RIO_M";"PROF_RIO_M";"VELOC_CORR";"NIVEL_DAGU";"AREADRENAG";"TURBIDEZ";"POSICAO";"COR_AGUA";"HORIZ_SOLO";"TIPO_SOLO";"AMBBIOTICO";"GEOMETRY"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-013";"DAH098";"27881";"EDTA a Frio";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,640042819";"-3,761520488";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-013";"-3,76152";"-53,640043";"5";"1521310";"1976-05-01";"Simples";"Folhelho";NA;"Parcialmente Decomposta ou Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,640042819, -3,761520488)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-013";"DAH098";"27881";"HBr, Br";"Absorção Atômica";NA;NA;NA;NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,640042819";"-3,761520488";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-013";"-3,76152";"-53,640043";"5";"1521310";"1976-05-01";"Simples";"Folhelho";NA;"Parcialmente Decomposta ou Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,640042819, -3,761520488)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-013";"DAH098";"27881";"HNO3 a Quente";"Absorção Atômica";NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"< 5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;"-53,640042819";"-3,761520488";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-013";"-3,76152";"-53,640043";"5";"1521310";"1976-05-01";"Simples";"Folhelho";NA;"Parcialmente Decomposta ou Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,640042819, -3,761520488)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-013";"DAH098";"27881";"Semiquantitativa";"Cromatografia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"< 20";NA;NA;NA;NA;NA;NA;NA;"-53,640042819";"-3,761520488";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-013";"-3,76152";"-53,640043";"5";"1521310";"1976-05-01";"Simples";"Folhelho";NA;"Parcialmente Decomposta ou Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,640042819, -3,761520488)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-013";"DAH098";"27881";"Semiquantitativa";"Medidor de Íon Específico";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"100";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,640042819";"-3,761520488";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-013";"-3,76152";"-53,640043";"5";"1521310";"1976-05-01";"Simples";"Folhelho";NA;"Parcialmente Decomposta ou Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,640042819, -3,761520488)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-013";"DAH098";"27881";NA;"Colorimetria";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,640042819";"-3,761520488";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-013";"-3,76152";"-53,640043";"5";"1521310";"1976-05-01";"Simples";"Folhelho";NA;"Parcialmente Decomposta ou Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,640042819, -3,761520488)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-013";"DAH098";"27881";NA;"Espectrografia Ótica de Emissão";NA;"ND";NA;"ND";"ND";"30";"700";"2";"ND";"< 0,05";NA;"ND";"15";"70";NA;"10";NA;"> 20";NA;NA;NA;"150";"0,02";NA;"300";"< 5";NA;"< 10";"20";NA;NA;NA;NA;"30";NA;NA;NA;"ND";"30";NA;"ND";"200";"0,5";NA;NA;"200";"ND";"150";NA;"ND";"> 1000";NA;"-53,640042819";"-3,761520488";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-013";"-3,76152";"-53,640043";"5";"1521310";"1976-05-01";"Simples";"Folhelho";NA;"Parcialmente Decomposta ou Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,640042819, -3,761520488)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-015B";"DAH099";"27881";"Água Régia Invertida";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,714869844";"-3,675748093";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-015B";"-3,675748";"-53,71487";"5";"1521310";"1976-05-01";"Simples";"Folhelho";NA;"Parcialmente Decomposta ou Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,714869844, -3,675748093)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-015B";"DAH099";"27881";"EDTA a Frio";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,714869844";"-3,675748093";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-015B";"-3,675748";"-53,71487";"5";"1521310";"1976-05-01";"Simples";"Folhelho";NA;"Parcialmente Decomposta ou Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,714869844, -3,675748093)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-015B";"DAH099";"27881";"HBr, Br";"Absorção Atômica";NA;NA;NA;NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,714869844";"-3,675748093";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-015B";"-3,675748";"-53,71487";"5";"1521310";"1976-05-01";"Simples";"Folhelho";NA;"Parcialmente Decomposta ou Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,714869844, -3,675748093)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-015B";"DAH099";"27881";"HNO3 a Quente";"Absorção Atômica";NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"15";NA;NA;"-53,714869844";"-3,675748093";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-015B";"-3,675748";"-53,71487";"5";"1521310";"1976-05-01";"Simples";"Folhelho";NA;"Parcialmente Decomposta ou Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,714869844, -3,675748093)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-015B";"DAH099";"27881";"Semiquantitativa";"Cromatografia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"< 20";NA;NA;NA;NA;NA;NA;NA;"-53,714869844";"-3,675748093";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-015B";"-3,675748";"-53,71487";"5";"1521310";"1976-05-01";"Simples";"Folhelho";NA;"Parcialmente Decomposta ou Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,714869844, -3,675748093)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-015B";"DAH099";"27881";"Semiquantitativa";"Medidor de Íon Específico";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"600";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,714869844";"-3,675748093";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-015B";"-3,675748";"-53,71487";"5";"1521310";"1976-05-01";"Simples";"Folhelho";NA;"Parcialmente Decomposta ou Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,714869844, -3,675748093)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-015B";"DAH099";"27881";NA;"Colorimetria";NA;NA;NA;"20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,714869844";"-3,675748093";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-015B";"-3,675748";"-53,71487";"5";"1521310";"1976-05-01";"Simples";"Folhelho";NA;"Parcialmente Decomposta ou Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,714869844, -3,675748093)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-015B";"DAH099";"27881";NA;"Espectrografia Ótica de Emissão";NA;"ND";NA;"ND";"ND";"150";"700";"< 1";"ND";"< 0,05";NA;"ND";"5";"70";NA;"10";NA;"2";NA;NA;NA;"100";"0,5";NA;"70";"5";NA;"10";"< 5";NA;NA;NA;NA;"30";NA;NA;NA;"ND";"10";NA;"ND";"100";"0,3";NA;NA;"50";"ND";"50";NA;"ND";"700";NA;"-53,714869844";"-3,675748093";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-015B";"-3,675748";"-53,71487";"5";"1521310";"1976-05-01";"Simples";"Folhelho";NA;"Parcialmente Decomposta ou Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,714869844, -3,675748093)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-021B";"DAH100";"27881";"Água Régia Invertida";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,748704152";"-3,703774337";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-021B";"-3,703774";"-53,748704";"5";"1521310";"1976-05-01";"Simples";"Rocha Sedimentar";NA;"Fresca/Nao Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,748704152, -3,703774337)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-021B";"DAH100";"27881";"EDTA a Frio";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,748704152";"-3,703774337";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-021B";"-3,703774";"-53,748704";"5";"1521310";"1976-05-01";"Simples";"Rocha Sedimentar";NA;"Fresca/Nao Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,748704152, -3,703774337)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-021B";"DAH100";"27881";"HBr, Br";"Absorção Atômica";NA;NA;NA;NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,748704152";"-3,703774337";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-021B";"-3,703774";"-53,748704";"5";"1521310";"1976-05-01";"Simples";"Rocha Sedimentar";NA;"Fresca/Nao Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,748704152, -3,703774337)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-021B";"DAH100";"27881";"HNO3 a Quente";"Absorção Atômica";NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;"< 5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"< 5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"35";NA;NA;"-53,748704152";"-3,703774337";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-021B";"-3,703774";"-53,748704";"5";"1521310";"1976-05-01";"Simples";"Rocha Sedimentar";NA;"Fresca/Nao Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,748704152, -3,703774337)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-021B";"DAH100";"27881";"Semiquantitativa";"Cromatografia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"< 20";NA;NA;NA;NA;NA;NA;NA;"-53,748704152";"-3,703774337";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-021B";"-3,703774";"-53,748704";"5";"1521310";"1976-05-01";"Simples";"Rocha Sedimentar";NA;"Fresca/Nao Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,748704152, -3,703774337)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-021B";"DAH100";"27881";"Semiquantitativa";"Medidor de Íon Específico";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"190";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,748704152";"-3,703774337";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-021B";"-3,703774";"-53,748704";"5";"1521310";"1976-05-01";"Simples";"Rocha Sedimentar";NA;"Fresca/Nao Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,748704152, -3,703774337)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-021B";"DAH100";"27881";NA;"Colorimetria";NA;NA;NA;"< 10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"< 1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,748704152";"-3,703774337";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-021B";"-3,703774";"-53,748704";"5";"1521310";"1976-05-01";"Simples";"Rocha Sedimentar";NA;"Fresca/Nao Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,748704152, -3,703774337)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-021B";"DAH100";"27881";NA;"Espectrografia Ótica de Emissão";NA;"< 0,5";NA;"ND";"ND";"15";"300";"ND";"ND";"0,05";NA;"ND";"ND";"ND";NA;"< 5";NA;"0,3";NA;NA;NA;"30";"0,05";NA;"< 10";"ND";NA;"< 10";"ND";NA;NA;NA;NA;"ND";NA;NA;NA;"ND";"ND";NA;"ND";"ND";"5,0000000000000001E-3";NA;NA;"< 10";"ND";"ND";NA;"ND";"< 10";NA;"-53,748704152";"-3,703774337";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-021B";"-3,703774";"-53,748704";"5";"1521310";"1976-05-01";"Simples";"Rocha Sedimentar";NA;"Fresca/Nao Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,748704152, -3,703774337)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-022A";"DAH101";"27881";"Água Régia Invertida";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,751837188";"-3,69074471";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-022A";"-3,690745";"-53,751837";"5";"1521310";"1976-05-01";"Simples";"Arenito";NA;"Parcialmente Decomposta ou Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,751837188, -3,69074471)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Rocha";"1521-AV-R-022A";"DAH101";"27881";"EDTA a Frio";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,751837188";"-3,69074471";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Rocha";"1521-AV-R-022A";"-3,690745";"-53,751837";"5";"1521310";"1976-05-01";"Simples";"Arenito";NA;"Parcialmente Decomposta ou Oxidada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(-53,751837188, -3,69074471)"
